id,title,author,text,label
4275,Miracle Cure for Diabetes Discovered,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4276,New Study Reveals Benefits of Exercise,Jane Doe,"In an interview, the mayor highlighted community involvement in the project.",0
4277,New Study Reveals Benefits of Exercise,Sam Lee,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4278,Local Community Center Opens New Wing,Sam Lee,Officials announced a new public transportation route aimed at reducing traffic.,0
4279,Local Community Center Opens New Wing,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
4280,Mayor Announces Infrastructure Plan,John Smith,"In an interview, the mayor highlighted community involvement in the project.",0
4281,Shocking Health Secret Exposed,Sam Lee,New research shows cures suppressed by pharmaceutical companies...,1
4282,Government Plans to Confiscate Guns,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4283,Shocking Health Secret Exposed,Sam Lee,This unbelievable event will change everything you know about the government...,1
4284,Government Plans to Confiscate Guns,John Smith,Politician caught in scandal that mainstream media refuses to report...,1
4285,Miracle Cure for Diabetes Discovered,Alex Johnson,Politician caught in scandal that mainstream media refuses to report...,1
4286,Celeb Scandals Hidden from You,John Smith,Politician caught in scandal that mainstream media refuses to report...,1
4287,Celeb Scandals Hidden from You,Patricia Brown,This unbelievable event will change everything you know about the government...,1
4288,Government Plans to Confiscate Guns,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4289,Stock Market Sees Moderate Growth,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4290,Scientists Map Human Genome Progress,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
4291,You Won’t Believe What Politician Said,Sam Lee,Politician caught in scandal that mainstream media refuses to report...,1
4292,Local Community Center Opens New Wing,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
4293,Scientists Map Human Genome Progress,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4294,Shocking Health Secret Exposed,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
4295,Stock Market Sees Moderate Growth,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4296,New Study Reveals Benefits of Exercise,Alex Johnson,Officials announced a new public transportation route aimed at reducing traffic.,0
4297,New Study Reveals Benefits of Exercise,Sam Lee,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4298,Celeb Scandals Hidden from You,Jane Doe,This unbelievable event will change everything you know about the government...,1
4299,Government Plans to Confiscate Guns,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
4300,Mayor Announces Infrastructure Plan,Sam Lee,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4301,Miracle Cure for Diabetes Discovered,Jane Doe,This unbelievable event will change everything you know about the government...,1
4302,Shocking Health Secret Exposed,Alex Johnson,Politician caught in scandal that mainstream media refuses to report...,1
4303,New Study Reveals Benefits of Exercise,Jane Doe,"In an interview, the mayor highlighted community involvement in the project.",0
4304,Stock Market Sees Moderate Growth,Sam Lee,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4305,Miracle Cure for Diabetes Discovered,John Smith,This unbelievable event will change everything you know about the government...,1
4306,Shocking Health Secret Exposed,Unknown,Politician caught in scandal that mainstream media refuses to report...,1
4307,Celeb Scandals Hidden from You,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
4308,Mayor Announces Infrastructure Plan,Unknown,"According to a recent report by credible sources, the city budget increased by 5%.",0
4309,Miracle Cure for Diabetes Discovered,Patricia Brown,Politician caught in scandal that mainstream media refuses to report...,1
4310,Local Community Center Opens New Wing,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
4311,Mayor Announces Infrastructure Plan,Alex Johnson,Officials announced a new public transportation route aimed at reducing traffic.,0
4312,Local Community Center Opens New Wing,Sam Lee,Officials announced a new public transportation route aimed at reducing traffic.,0
4313,Celeb Scandals Hidden from You,Unknown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4314,You Won’t Believe What Politician Said,John Smith,New research shows cures suppressed by pharmaceutical companies...,1
4315,Mayor Announces Infrastructure Plan,Unknown,Officials announced a new public transportation route aimed at reducing traffic.,0
4316,Scientists Map Human Genome Progress,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
4317,Scientists Map Human Genome Progress,Sam Lee,Officials announced a new public transportation route aimed at reducing traffic.,0
4318,Mayor Announces Infrastructure Plan,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4319,Shocking Health Secret Exposed,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4320,Local Community Center Opens New Wing,Jane Doe,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4321,Mayor Announces Infrastructure Plan,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
4322,You Won’t Believe What Politician Said,Alex Johnson,Politician caught in scandal that mainstream media refuses to report...,1
4323,Stock Market Sees Moderate Growth,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
4324,You Won’t Believe What Politician Said,Unknown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4325,Miracle Cure for Diabetes Discovered,Alex Johnson,New research shows cures suppressed by pharmaceutical companies...,1
4326,Stock Market Sees Moderate Growth,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4327,New Study Reveals Benefits of Exercise,Sam Lee,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4328,Stock Market Sees Moderate Growth,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
4329,You Won’t Believe What Politician Said,Alex Johnson,Politician caught in scandal that mainstream media refuses to report...,1
4330,You Won’t Believe What Politician Said,Patricia Brown,New research shows cures suppressed by pharmaceutical companies...,1
4331,Government Plans to Confiscate Guns,Unknown,Politician caught in scandal that mainstream media refuses to report...,1
4332,Government Plans to Confiscate Guns,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4333,New Study Reveals Benefits of Exercise,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
4334,Stock Market Sees Moderate Growth,John Smith,"In an interview, the mayor highlighted community involvement in the project.",0
4335,Stock Market Sees Moderate Growth,Jane Doe,"According to a recent report by credible sources, the city budget increased by 5%.",0
4336,Celeb Scandals Hidden from You,Unknown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4337,You Won’t Believe What Politician Said,Jane Doe,New research shows cures suppressed by pharmaceutical companies...,1
4338,New Study Reveals Benefits of Exercise,Alex Johnson,Officials announced a new public transportation route aimed at reducing traffic.,0
4339,Celeb Scandals Hidden from You,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
4340,New Study Reveals Benefits of Exercise,John Smith,Officials announced a new public transportation route aimed at reducing traffic.,0
4341,Miracle Cure for Diabetes Discovered,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4342,New Study Reveals Benefits of Exercise,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4343,Miracle Cure for Diabetes Discovered,Patricia Brown,New research shows cures suppressed by pharmaceutical companies...,1
4344,Shocking Health Secret Exposed,Sam Lee,New research shows cures suppressed by pharmaceutical companies...,1
4345,Mayor Announces Infrastructure Plan,Sam Lee,"According to a recent report by credible sources, the city budget increased by 5%.",0
4346,Mayor Announces Infrastructure Plan,Unknown,"According to a recent report by credible sources, the city budget increased by 5%.",0
4347,Local Community Center Opens New Wing,Alex Johnson,Officials announced a new public transportation route aimed at reducing traffic.,0
4348,Scientists Map Human Genome Progress,Patricia Brown,"In an interview, the mayor highlighted community involvement in the project.",0
4349,Government Plans to Confiscate Guns,Patricia Brown,Politician caught in scandal that mainstream media refuses to report...,1
4350,Mayor Announces Infrastructure Plan,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4351,Stock Market Sees Moderate Growth,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
4352,Shocking Health Secret Exposed,Sam Lee,This unbelievable event will change everything you know about the government...,1
4353,Stock Market Sees Moderate Growth,Sam Lee,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4354,Local Community Center Opens New Wing,Unknown,"According to a recent report by credible sources, the city budget increased by 5%.",0
4355,You Won’t Believe What Politician Said,Unknown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4356,Scientists Map Human Genome Progress,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4357,Stock Market Sees Moderate Growth,Unknown,Officials announced a new public transportation route aimed at reducing traffic.,0
4358,Shocking Health Secret Exposed,Unknown,Politician caught in scandal that mainstream media refuses to report...,1
4359,Scientists Map Human Genome Progress,Sam Lee,"According to a recent report by credible sources, the city budget increased by 5%.",0
4360,Mayor Announces Infrastructure Plan,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
4361,Shocking Health Secret Exposed,John Smith,This unbelievable event will change everything you know about the government...,1
4362,Government Plans to Confiscate Guns,Unknown,This unbelievable event will change everything you know about the government...,1
4363,Stock Market Sees Moderate Growth,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
4364,Stock Market Sees Moderate Growth,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4365,Scientists Map Human Genome Progress,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
4366,New Study Reveals Benefits of Exercise,Jane Doe,Officials announced a new public transportation route aimed at reducing traffic.,0
4367,Government Plans to Confiscate Guns,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4368,Miracle Cure for Diabetes Discovered,Sam Lee,This unbelievable event will change everything you know about the government...,1
4369,Government Plans to Confiscate Guns,John Smith,New research shows cures suppressed by pharmaceutical companies...,1
4370,Celeb Scandals Hidden from You,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4371,Mayor Announces Infrastructure Plan,Sam Lee,"According to a recent report by credible sources, the city budget increased by 5%.",0
4372,Scientists Map Human Genome Progress,Alex Johnson,Officials announced a new public transportation route aimed at reducing traffic.,0
4373,Miracle Cure for Diabetes Discovered,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
4374,Mayor Announces Infrastructure Plan,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4375,Shocking Health Secret Exposed,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4376,Local Community Center Opens New Wing,John Smith,"According to a recent report by credible sources, the city budget increased by 5%.",0
4377,New Study Reveals Benefits of Exercise,Jane Doe,"According to a recent report by credible sources, the city budget increased by 5%.",0
4378,Celeb Scandals Hidden from You,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4379,Government Plans to Confiscate Guns,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4380,Government Plans to Confiscate Guns,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4381,Miracle Cure for Diabetes Discovered,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
4382,Stock Market Sees Moderate Growth,John Smith,Officials announced a new public transportation route aimed at reducing traffic.,0
4383,Celeb Scandals Hidden from You,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4384,Stock Market Sees Moderate Growth,Unknown,Officials announced a new public transportation route aimed at reducing traffic.,0
4385,Scientists Map Human Genome Progress,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4386,Stock Market Sees Moderate Growth,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4387,Government Plans to Confiscate Guns,Jane Doe,New research shows cures suppressed by pharmaceutical companies...,1
4388,Local Community Center Opens New Wing,Sam Lee,Officials announced a new public transportation route aimed at reducing traffic.,0
4389,You Won’t Believe What Politician Said,Unknown,This unbelievable event will change everything you know about the government...,1
4390,Local Community Center Opens New Wing,Jane Doe,Officials announced a new public transportation route aimed at reducing traffic.,0
4391,Shocking Health Secret Exposed,Sam Lee,This unbelievable event will change everything you know about the government...,1
4392,Local Community Center Opens New Wing,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4393,Shocking Health Secret Exposed,Unknown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4394,Government Plans to Confiscate Guns,Unknown,This unbelievable event will change everything you know about the government...,1
4395,Mayor Announces Infrastructure Plan,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
4396,Miracle Cure for Diabetes Discovered,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
4397,Government Plans to Confiscate Guns,Jane Doe,This unbelievable event will change everything you know about the government...,1
4398,Stock Market Sees Moderate Growth,John Smith,Officials announced a new public transportation route aimed at reducing traffic.,0
4399,Stock Market Sees Moderate Growth,John Smith,Officials announced a new public transportation route aimed at reducing traffic.,0
4400,New Study Reveals Benefits of Exercise,John Smith,Officials announced a new public transportation route aimed at reducing traffic.,0
4401,You Won’t Believe What Politician Said,Patricia Brown,Politician caught in scandal that mainstream media refuses to report...,1
4402,Shocking Health Secret Exposed,Patricia Brown,Politician caught in scandal that mainstream media refuses to report...,1
4403,Shocking Health Secret Exposed,Alex Johnson,New research shows cures suppressed by pharmaceutical companies...,1
4404,Shocking Health Secret Exposed,Jane Doe,New research shows cures suppressed by pharmaceutical companies...,1
4405,Miracle Cure for Diabetes Discovered,John Smith,This unbelievable event will change everything you know about the government...,1
4406,Scientists Map Human Genome Progress,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
4407,Miracle Cure for Diabetes Discovered,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4408,Local Community Center Opens New Wing,Jane Doe,Officials announced a new public transportation route aimed at reducing traffic.,0
4409,Miracle Cure for Diabetes Discovered,Unknown,This unbelievable event will change everything you know about the government...,1
4410,Shocking Health Secret Exposed,Unknown,Politician caught in scandal that mainstream media refuses to report...,1
4411,You Won’t Believe What Politician Said,John Smith,Politician caught in scandal that mainstream media refuses to report...,1
4412,You Won’t Believe What Politician Said,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4413,Scientists Map Human Genome Progress,Jane Doe,"In an interview, the mayor highlighted community involvement in the project.",0
4414,New Study Reveals Benefits of Exercise,Patricia Brown,"In an interview, the mayor highlighted community involvement in the project.",0
4415,Local Community Center Opens New Wing,Patricia Brown,"In an interview, the mayor highlighted community involvement in the project.",0
4416,Shocking Health Secret Exposed,Alex Johnson,New research shows cures suppressed by pharmaceutical companies...,1
4417,Stock Market Sees Moderate Growth,Jane Doe,"According to a recent report by credible sources, the city budget increased by 5%.",0
4418,Celeb Scandals Hidden from You,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4419,Local Community Center Opens New Wing,Unknown,Officials announced a new public transportation route aimed at reducing traffic.,0
4420,Stock Market Sees Moderate Growth,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4421,Government Plans to Confiscate Guns,Alex Johnson,This unbelievable event will change everything you know about the government...,1
4422,Celeb Scandals Hidden from You,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4423,Shocking Health Secret Exposed,John Smith,Politician caught in scandal that mainstream media refuses to report...,1
4424,New Study Reveals Benefits of Exercise,Jane Doe,"In an interview, the mayor highlighted community involvement in the project.",0
4425,Miracle Cure for Diabetes Discovered,Jane Doe,This unbelievable event will change everything you know about the government...,1
4426,Shocking Health Secret Exposed,Patricia Brown,Politician caught in scandal that mainstream media refuses to report...,1
4427,You Won’t Believe What Politician Said,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4428,Scientists Map Human Genome Progress,Jane Doe,"According to a recent report by credible sources, the city budget increased by 5%.",0
4429,Local Community Center Opens New Wing,Sam Lee,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4430,Stock Market Sees Moderate Growth,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
4431,Shocking Health Secret Exposed,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4432,Mayor Announces Infrastructure Plan,Jane Doe,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4433,Miracle Cure for Diabetes Discovered,Patricia Brown,New research shows cures suppressed by pharmaceutical companies...,1
4434,Miracle Cure for Diabetes Discovered,Sam Lee,Politician caught in scandal that mainstream media refuses to report...,1
4435,Government Plans to Confiscate Guns,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4436,Miracle Cure for Diabetes Discovered,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4437,Mayor Announces Infrastructure Plan,Jane Doe,"In an interview, the mayor highlighted community involvement in the project.",0
4438,New Study Reveals Benefits of Exercise,Jane Doe,Officials announced a new public transportation route aimed at reducing traffic.,0
4439,Government Plans to Confiscate Guns,Sam Lee,This unbelievable event will change everything you know about the government...,1
4440,Mayor Announces Infrastructure Plan,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4441,New Study Reveals Benefits of Exercise,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
4442,Local Community Center Opens New Wing,John Smith,"According to a recent report by credible sources, the city budget increased by 5%.",0
4443,Miracle Cure for Diabetes Discovered,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4444,Miracle Cure for Diabetes Discovered,Patricia Brown,Politician caught in scandal that mainstream media refuses to report...,1
4445,Shocking Health Secret Exposed,Alex Johnson,This unbelievable event will change everything you know about the government...,1
4446,Mayor Announces Infrastructure Plan,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
4447,Mayor Announces Infrastructure Plan,Sam Lee,Officials announced a new public transportation route aimed at reducing traffic.,0
4448,You Won’t Believe What Politician Said,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4449,New Study Reveals Benefits of Exercise,Patricia Brown,"In an interview, the mayor highlighted community involvement in the project.",0
4450,Miracle Cure for Diabetes Discovered,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
4451,Celeb Scandals Hidden from You,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
4452,Scientists Map Human Genome Progress,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4453,Celeb Scandals Hidden from You,John Smith,This unbelievable event will change everything you know about the government...,1
4454,Local Community Center Opens New Wing,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4455,Miracle Cure for Diabetes Discovered,Jane Doe,This unbelievable event will change everything you know about the government...,1
4456,Celeb Scandals Hidden from You,Patricia Brown,This unbelievable event will change everything you know about the government...,1
4457,Local Community Center Opens New Wing,Jane Doe,"In an interview, the mayor highlighted community involvement in the project.",0
4458,Scientists Map Human Genome Progress,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
4459,Government Plans to Confiscate Guns,John Smith,This unbelievable event will change everything you know about the government...,1
4460,Celeb Scandals Hidden from You,Alex Johnson,New research shows cures suppressed by pharmaceutical companies...,1
4461,Stock Market Sees Moderate Growth,Jane Doe,"In an interview, the mayor highlighted community involvement in the project.",0
4462,New Study Reveals Benefits of Exercise,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
4463,Miracle Cure for Diabetes Discovered,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4464,Stock Market Sees Moderate Growth,Jane Doe,"In an interview, the mayor highlighted community involvement in the project.",0
4465,Stock Market Sees Moderate Growth,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4466,Shocking Health Secret Exposed,Jane Doe,New research shows cures suppressed by pharmaceutical companies...,1
4467,Shocking Health Secret Exposed,Alex Johnson,Politician caught in scandal that mainstream media refuses to report...,1
4468,Government Plans to Confiscate Guns,John Smith,This unbelievable event will change everything you know about the government...,1
4469,Shocking Health Secret Exposed,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4470,Miracle Cure for Diabetes Discovered,Patricia Brown,New research shows cures suppressed by pharmaceutical companies...,1
4471,Mayor Announces Infrastructure Plan,John Smith,Officials announced a new public transportation route aimed at reducing traffic.,0
4472,Celeb Scandals Hidden from You,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4473,New Study Reveals Benefits of Exercise,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
4474,You Won’t Believe What Politician Said,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4475,You Won’t Believe What Politician Said,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4476,New Study Reveals Benefits of Exercise,Patricia Brown,"According to a recent report by credible sources, the city budget increased by 5%.",0
4477,Celeb Scandals Hidden from You,Jane Doe,This unbelievable event will change everything you know about the government...,1
4478,Stock Market Sees Moderate Growth,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
4479,Shocking Health Secret Exposed,John Smith,New research shows cures suppressed by pharmaceutical companies...,1
4480,Miracle Cure for Diabetes Discovered,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4481,Miracle Cure for Diabetes Discovered,Unknown,New research shows cures suppressed by pharmaceutical companies...,1
4482,Government Plans to Confiscate Guns,Patricia Brown,Politician caught in scandal that mainstream media refuses to report...,1
4483,Local Community Center Opens New Wing,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
4484,Mayor Announces Infrastructure Plan,Patricia Brown,"According to a recent report by credible sources, the city budget increased by 5%.",0
4485,Miracle Cure for Diabetes Discovered,John Smith,Politician caught in scandal that mainstream media refuses to report...,1
4486,Scientists Map Human Genome Progress,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
4487,Celeb Scandals Hidden from You,Sam Lee,New research shows cures suppressed by pharmaceutical companies...,1
4488,Shocking Health Secret Exposed,Unknown,This unbelievable event will change everything you know about the government...,1
4489,Local Community Center Opens New Wing,Patricia Brown,"According to a recent report by credible sources, the city budget increased by 5%.",0
4490,New Study Reveals Benefits of Exercise,John Smith,"In an interview, the mayor highlighted community involvement in the project.",0
4491,Local Community Center Opens New Wing,Sam Lee,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4492,You Won’t Believe What Politician Said,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4493,Shocking Health Secret Exposed,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4494,Celeb Scandals Hidden from You,Patricia Brown,This unbelievable event will change everything you know about the government...,1
4495,Miracle Cure for Diabetes Discovered,John Smith,New research shows cures suppressed by pharmaceutical companies...,1
4496,Miracle Cure for Diabetes Discovered,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4497,You Won’t Believe What Politician Said,Unknown,New research shows cures suppressed by pharmaceutical companies...,1
4498,Miracle Cure for Diabetes Discovered,Jane Doe,This unbelievable event will change everything you know about the government...,1
4499,Scientists Map Human Genome Progress,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
4500,Mayor Announces Infrastructure Plan,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
4501,Government Plans to Confiscate Guns,John Smith,Politician caught in scandal that mainstream media refuses to report...,1
4502,Celeb Scandals Hidden from You,Patricia Brown,This unbelievable event will change everything you know about the government...,1
4503,Stock Market Sees Moderate Growth,Unknown,Officials announced a new public transportation route aimed at reducing traffic.,0
4504,Shocking Health Secret Exposed,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4505,Local Community Center Opens New Wing,Patricia Brown,"According to a recent report by credible sources, the city budget increased by 5%.",0
4506,Stock Market Sees Moderate Growth,Jane Doe,Officials announced a new public transportation route aimed at reducing traffic.,0
4507,Stock Market Sees Moderate Growth,Unknown,Officials announced a new public transportation route aimed at reducing traffic.,0
4508,Government Plans to Confiscate Guns,Sam Lee,New research shows cures suppressed by pharmaceutical companies...,1
4509,New Study Reveals Benefits of Exercise,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
4510,Government Plans to Confiscate Guns,Patricia Brown,Politician caught in scandal that mainstream media refuses to report...,1
4511,You Won’t Believe What Politician Said,Sam Lee,This unbelievable event will change everything you know about the government...,1
4512,Shocking Health Secret Exposed,Patricia Brown,Politician caught in scandal that mainstream media refuses to report...,1
4513,Miracle Cure for Diabetes Discovered,John Smith,This unbelievable event will change everything you know about the government...,1
4514,Scientists Map Human Genome Progress,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
4515,Mayor Announces Infrastructure Plan,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4516,Shocking Health Secret Exposed,Unknown,New research shows cures suppressed by pharmaceutical companies...,1
4517,Mayor Announces Infrastructure Plan,Sam Lee,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4518,Miracle Cure for Diabetes Discovered,Unknown,This unbelievable event will change everything you know about the government...,1
4519,Government Plans to Confiscate Guns,Jane Doe,New research shows cures suppressed by pharmaceutical companies...,1
4520,Mayor Announces Infrastructure Plan,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
4521,You Won’t Believe What Politician Said,Alex Johnson,Politician caught in scandal that mainstream media refuses to report...,1
4522,Government Plans to Confiscate Guns,Jane Doe,This unbelievable event will change everything you know about the government...,1
4523,Celeb Scandals Hidden from You,Patricia Brown,This unbelievable event will change everything you know about the government...,1
4524,You Won’t Believe What Politician Said,Alex Johnson,Politician caught in scandal that mainstream media refuses to report...,1
4525,Celeb Scandals Hidden from You,John Smith,This unbelievable event will change everything you know about the government...,1
4526,Shocking Health Secret Exposed,Patricia Brown,This unbelievable event will change everything you know about the government...,1
4527,Celeb Scandals Hidden from You,Alex Johnson,This unbelievable event will change everything you know about the government...,1
4528,Shocking Health Secret Exposed,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
4529,Stock Market Sees Moderate Growth,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
4530,Shocking Health Secret Exposed,John Smith,Politician caught in scandal that mainstream media refuses to report...,1
4531,Scientists Map Human Genome Progress,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
4532,You Won’t Believe What Politician Said,Patricia Brown,This unbelievable event will change everything you know about the government...,1
4533,Stock Market Sees Moderate Growth,Patricia Brown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4534,Mayor Announces Infrastructure Plan,Sam Lee,"According to a recent report by credible sources, the city budget increased by 5%.",0
4535,Miracle Cure for Diabetes Discovered,Alex Johnson,Politician caught in scandal that mainstream media refuses to report...,1
4536,Government Plans to Confiscate Guns,Sam Lee,This unbelievable event will change everything you know about the government...,1
4537,Local Community Center Opens New Wing,Unknown,"According to a recent report by credible sources, the city budget increased by 5%.",0
4538,Celeb Scandals Hidden from You,Patricia Brown,Politician caught in scandal that mainstream media refuses to report...,1
4539,Celeb Scandals Hidden from You,Unknown,This unbelievable event will change everything you know about the government...,1
4540,You Won’t Believe What Politician Said,John Smith,This unbelievable event will change everything you know about the government...,1
4541,Local Community Center Opens New Wing,Jane Doe,"In an interview, the mayor highlighted community involvement in the project.",0
4542,New Study Reveals Benefits of Exercise,John Smith,"According to a recent report by credible sources, the city budget increased by 5%.",0
4543,Scientists Map Human Genome Progress,Alex Johnson,Officials announced a new public transportation route aimed at reducing traffic.,0
4544,Mayor Announces Infrastructure Plan,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
4545,Mayor Announces Infrastructure Plan,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
4546,Shocking Health Secret Exposed,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4547,Shocking Health Secret Exposed,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
